*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 199    24    22    6.0      0  0.142     46     22      0     30     68     68      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57   0.00   0.00      0      0  308.5   0.12   0.18    8.1   0.67    0.08    0.08    0.05    0.02    0.01    0.00        1       2
 1997 200    25    23    6.3      0  0.161     52     26      0     32     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.52   0.00   0.00      0      0  311.0   0.12   0.19    9.8   0.69    0.08    0.08    0.06    0.02    0.01    0.00        1       3
 1997 201    26    24    6.6      0  0.179     57     30      0     34     87     87      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  313.8   0.13   0.20   10.0   0.72    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 202    27    25    6.9      1  0.198     62     34      0     36     96     96      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.00      0      0  320.1   0.13   0.22   10.1   0.74    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 203    28    26    7.2      1  0.221     70     41      0     38    111    111      0     0.0  0.000      0      0  0.000  0.016  0.000  0.000  0.000  0.000  0.000    4.51   0.00   0.00      0      0  315.2   0.14   0.23   12.1   0.77    0.10    0.10    0.06    0.02    0.01    0.00        1       4
 1997 204    29    27    7.6      1  0.250     79     49      0     41    127    127      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47   0.00   0.00      0      0  317.8   0.14   0.24   14.5   0.80    0.10    0.10    0.07    0.02    0.01    0.00        2       4
 1997 205    30    28    7.9      1  0.281     88     57      0     44    144    144      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48   0.00   0.00      0      0  320.3   0.15   0.25   16.4   0.83    0.11    0.11    0.07    0.03    0.01    0.00        2       4
 1997 206    31    29    8.2      1  0.312     98     66      0     48    164    164      0     0.0  0.000      0      0  0.000  0.017  0.000  0.000  0.000  0.000  0.000    4.47   0.00   0.00      0      0  317.7   0.16   0.26   19.3   0.85    0.12    0.12    0.08    0.03    0.02    0.00        2       5
 1997 207    32    30    8.5      1  0.346    110     77      0     53    186    186      0     0.0  0.000      0      0  0.000  0.051  0.000  0.000  0.000  0.000  0.000    4.49   0.00   0.00      0      0  314.6   0.16   0.28   21.9   0.88    0.13    0.13    0.09    0.03    0.02    0.00        2       5
 1997 208    33    31    8.8      1  0.386    123     89      0     57    211    211      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.53   0.00   0.00      0      0  314.7   0.17   0.29   23.6   0.90    0.14    0.14    0.09    0.04    0.02    0.00        2       6
 1997 209    34    32    9.1      1  0.423    136    101      0     64    238    238      0     0.0  0.000      0      0  0.000  0.080  0.000  0.000  0.000  0.000  0.000    4.55   0.00   0.00      0      0  310.1   0.17   0.30   26.9   0.90    0.15    0.15    0.10    0.04    0.03    0.00        3       6
 1997 210    35    33    9.5      2  0.469    150    114      0     68    264    264      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  312.9   0.18   0.32   26.9   0.90    0.16    0.16    0.11    0.04    0.03    0.00        3       7
 1997 211    36    34    9.8      2  0.512    162    127      0     72    289    289      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  315.2   0.19   0.33   26.9   0.90    0.17    0.17    0.11    0.05    0.03    0.00        4       7
 1997 212    37    35   10.1      2  0.551    174    139      0     75    313    313      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   0.00   0.00      0      0  316.6   0.20   0.35   26.9   0.90    0.17    0.17    0.12    0.05    0.03    0.00        4       8
 1997 213    38    36   10.4      2  0.599    189    154      0     80    343    344      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.66   0.00   0.00      0      0  316.9   0.20   0.36   26.9   0.90    0.18    0.18    0.13    0.05    0.03    0.01        4       9
 1997 214    39    37   10.7      2  0.647    209    176      0     91    385    386      0     0.0  0.000      1      0  0.000  0.099  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.00      0      1  309.1   0.21   0.38   32.2   0.90    0.21    0.21    0.14    0.06    0.04    0.01        5      10
 1997 215    40    38   11.0      3  0.709    231    199      0     97    430    432      0     0.0  0.000      1      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      1  306.3   0.22   0.39   37.4   0.90    0.22    0.22    0.15    0.07    0.04    0.01        5      10
 1997 216    41    39   11.4      3  0.770    250    220      0    103    470    473      0     0.0  0.000      3      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.01      0      3  307.7   0.22   0.41   37.4   0.90    0.23    0.23    0.16    0.07    0.05    0.01        6      11
 1997 217    42    40   11.7      3  0.832    271    243      0    110    515    519      0     0.0  0.000      4      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.01      0      4  306.5   0.23   0.42   39.2   0.90    0.25    0.25    0.17    0.08    0.05    0.01        7      12
 1997 218    43    41   12.0      3  0.880    287    261      0    114    548    555      0     0.0  0.000      7     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.01      0      7  307.0   0.24   0.44   39.2   0.90    0.26    0.26    0.18    0.08    0.05    0.01        7      13
 1997 219    44    42   12.3      3  0.943    308    286      0    121    595    606      0     0.0  0.000     11     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.02      0     11  305.8   0.25   0.45   41.0   0.90    0.27    0.27    0.19    0.09    0.06    0.01        8      14
 1997 220    45    43   12.6      3  1.011    338    321      0    130    659    675      0     0.0  0.000     16     21  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49   0.00   0.02      0     16  299.4   0.25   0.47   49.2   0.90    0.29    0.29    0.20    0.09    0.06    0.01        9      15
 1997 221    46    44   12.9      5  1.081    363    352      0    137    714    736      0     0.0  0.000     21     27  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.52   0.00   0.03      0     21  298.1   0.26   0.48   49.2   0.90    0.31    0.31    0.21    0.10    0.07    0.01       11      17
 1997 222    47    45   13.3      5  1.151    392    389      0    147    781    810      1     0.0  0.000     28     33  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48   0.00   0.03      0     28  293.8   0.27   0.50   57.8   0.90    0.33    0.33    0.23    0.10    0.07    0.01       13      18
 1997 223    48    46   13.6      5  1.223    423    430      0    156    852    888      7     2.6  0.000     36     38  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48   0.47   0.04      0     36  289.5   0.27   0.50   62.1   0.90    0.35    0.35    0.24    0.11    0.08    0.01       15      19
 1997 224    49    47   13.9      5  1.293    451    468      1    165    919    965     12     8.1  0.001     46     44  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.50   2.04   0.05      0     46  286.7   0.28   0.50   62.1   0.90    0.37    0.37    0.25    0.12    0.08    0.01       18      21
 1997 225    50    48   14.3      5  1.369    481    509      2    174    990   1048     18    12.8  0.002     58     51  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.51   3.98   0.06      0     58  284.4   0.29   0.50   62.1   0.90    0.38    0.39    0.27    0.13    0.09    0.02       20      22
 1997 226    51    49   14.6      5  1.446    512    551      4    183   1062   1134     26    16.6  0.004     71     57  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.52   6.13   0.06      0     71  282.4   0.30   0.50   62.1   0.90    0.38    0.41    0.28    0.13    0.09    0.02       22      24
 1997 227    52    50   14.9      5  1.495    529    575      8    188   1104   1193     35    21.9  0.006     89     67  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49   8.58   0.07      0     89  282.7   0.31   0.50   62.1   0.90    0.40    0.42    0.29    0.14    0.09    0.02       24      26
 1997 228    53    51   15.2      5  1.565    560    620     11    197   1180   1286     43    26.4  0.009    106     77  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49  10.76   0.08      0    106  279.5   0.31   0.50   64.9   0.90    0.42    0.44    0.30    0.14    0.10    0.02       25      27
 1997 229    54    52   15.5      5  1.628    584    656     16    204   1240   1367     53    31.0  0.012    127     87  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47  12.98   0.09      0    127  278.5   0.32   0.50   64.9   0.90    0.43    0.45    0.31    0.15    0.10    0.02       27      29
 1997 230    55    53   15.9      5  1.697    614    701     22    212   1315   1464     61    36.5  0.015    149     98  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47  14.99   0.10      0    149  276.1   0.33   0.50   65.0   0.90    0.45    0.47    0.33    0.16    0.11    0.02       29      31
 1997 231    56    54   16.2      5  1.761    646    750     30    221   1396   1571     71    41.3  0.019    174    110  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.44  16.92   0.11      0    174  272.5   0.33   0.50   69.5   0.90    0.47    0.49    0.34    0.16    0.11    0.02       31      33
 1997 232    57    55   16.5      5  1.824    677    798     38    230   1475   1677     82    46.4  0.023    203    119  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.42  18.80   0.12      0    203  269.4   0.34   0.50   69.9   0.90    0.49    0.51    0.35    0.17    0.12    0.02       33      35
 1997 233    58    56   16.8      5  1.893    711    852     47    240   1564   1794     93    50.8  0.026    230    131  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.39  20.41   0.13      0    230  266.2   0.35   0.50   75.5   0.90    0.51    0.53    0.37    0.18    0.12    0.02       35      37
 1997 234    59    57   17.1      5  1.952    737    895     57    246   1632   1892    108    53.1  0.030    260    142  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37  21.97   0.14      0    260  264.9   0.35   0.50   75.5   0.90    0.52    0.55    0.38    0.18    0.13    0.02       38      40
 1997 235    60    58   17.4      5  1.968    742    907     69    247   1649   1943    124    55.9  0.036    294    154  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.33  23.59   0.15      0    294  265.4   0.36   0.50   75.5   0.90    0.53    0.55    0.38    0.18    0.13    0.02       41      42
 1997 236    61    59   17.7      5  2.016    765    947     84    253   1712   2044    141    59.6  0.041    332    169  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32  25.24   0.16      0    332  263.6   0.37   0.50   75.5   0.90    0.54    0.56    0.39    0.19    0.13    0.02       44      44
 1997 237    62    60   18.0      5  2.069    793    996    100    260   1789   2161    158    63.0  0.046    373    184  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31  26.79   0.17      0    373  261.0   0.37   0.50   75.5   0.90    0.56    0.58    0.40    0.19    0.14    0.03       47      47
 1997 238    63    61   18.3      5  2.108    812   1033    118    265   1846   2263    177    66.8  0.052    417    199  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29  28.32   0.18      0    417  259.5   0.38   0.50   75.5   0.90    0.57    0.59    0.41    0.20    0.14    0.03       50      49
 1997 239    64    62   18.6      5  2.150    834   1074    138    270   1908   2372    191    72.4  0.058    464    212  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27  29.80   0.20      0    464  257.8   0.38   0.50   75.5   0.90    0.58    0.60    0.42    0.20    0.14    0.03       53      51
 1997 240    65    63   18.9      5  2.162    840   1089    160    271   1929   2441    210    76.1  0.066    512    220  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  31.26   0.21      0    512  257.5   0.39   0.50   75.5   0.90    0.58    0.60    0.42    0.20    0.14    0.03       56      54
 1997 241    66    64   19.2      5  2.200    862   1134    184    277   1996   2560    229    80.6  0.072    564    234  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  32.74   0.22      0    564  255.1   0.39   0.50   75.5   0.90    0.60    0.62    0.43    0.21    0.15    0.03       59      56
 1997 242    67    65   19.4      5  2.234    883   1175    212    282   2057   2676    249    84.9  0.079    619    250  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  34.17   0.23      0    619  253.2   0.40   0.50   75.5   0.90    0.61    0.63    0.44    0.21    0.15    0.03       63      59
 1997 243    68    66   19.7      5  2.266    902   1216    241    286   2118   2794    273    88.1  0.086    677    264  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  35.56   0.24      0    677  251.2   0.40   0.50   75.5   0.90    0.62    0.64    0.44    0.22    0.15    0.03       66      62
 1997 244    69    67   20.0      5  2.293    918   1251    271    290   2169   2904    297    91.2  0.093    735    279  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  36.87   0.25      0    735  249.8   0.41   0.50   75.5   0.90    0.63    0.64    0.45    0.22    0.15    0.03       70      64
 1997 245    70    68   20.3      5  2.314    931   1281    306    292   2212   3012    322    95.0  0.102    799    289  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  38.27   0.27      0    799  248.6   0.41   0.50   75.5   0.90    0.63    0.65    0.45    0.22    0.15    0.03       74      67
 1997 246    71    69   20.5      5  2.316    932   1292    345    291   2225   3085    343   100.4  0.112    860    305  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.11  40.09   0.28      0    860  248.4   0.42   0.50   75.5   0.90    0.63    0.65    0.45    0.22    0.15    0.03       78      70
 1997 247    72    70   20.8      5  2.319    934   1303    385    291   2237   3158    357   107.9  0.122    920    322  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.08  41.87   0.29      0    920  248.3   0.42   0.50   75.5   0.90    0.63    0.65    0.45    0.22    0.15    0.03       81      73
 1997 248    73    71   21.0      5  2.332    944   1330    426    292   2273   3264    380   112.0  0.130    991    338  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05  42.99   0.30      0    991  247.1   0.43   0.50   75.5   0.90    0.64    0.65    0.46    0.22    0.16    0.03       85      75
 1997 249    74    72   21.2      5  2.333    946   1343    470    292   2289   3349    406   115.8  0.140   1060    353  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.02  44.35   0.32      0   1060  246.6   0.43   0.50   75.5   0.90    0.64    0.66    0.46    0.22    0.16    0.03       88      78
 1997 250    75    73   21.5      5  2.336    950   1360    518    292   2310   3447    429   120.6  0.150   1137    369  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99  45.55   0.33      0   1137  245.9   0.43   0.50   75.5   0.90    0.64    0.66    0.46    0.22    0.16    0.03       92      81
