*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 177     2     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 178     3     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 179     4     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 180     5     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 181     6     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 182     7     5    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 183     8     6    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 184     9     7    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 185    10     8    0.3      0  0.016     11      2      0     11     13     13      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.36   0.00   0.00      0      0  142.9   0.02   0.03    1.4   0.27    0.04    0.04    0.02    0.00    0.00    0.00        0       0
 1997 186    11     9    0.6      0  0.018     12      3      0     13     14     14      0     0.0  0.000      0      0  0.000  0.000  0.701  0.000  0.000  0.000  0.000    5.27   0.00   0.00      0      0  155.7   0.02   0.04    1.5   0.29    0.04    0.04    0.03    0.00    0.00    0.00        0       0
 1997 187    12    10    0.8      0  0.021     13      3      0     15     15     15      0     0.0  0.000      0      0  0.000  0.000  0.385  0.000  0.000  0.000  0.000    5.29   0.00   0.00      0      0  169.4   0.03   0.04    1.5   0.32    0.04    0.04    0.03    0.00    0.00    0.00        0       0
 1997 188    13    11    1.4      0  0.028     15      3      0     15     18     18      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.27   0.00   0.00      0      0  192.0   0.03   0.05    1.6   0.35    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 189    14    12    1.9      0  0.035     17      3      0     16     20     20      0     0.0  0.000      0      0  0.000  0.000  0.152  0.000  0.000  0.000  0.000    5.07   0.00   0.00      0      0  209.2   0.04   0.06    1.9   0.37    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 190    15    13    2.5      0  0.043     19      4      0     18     23     23      0     0.0  0.000      0      0  0.000  0.000  0.116  0.000  0.000  0.000  0.000    4.93   0.00   0.00      0      0  223.8   0.04   0.07    2.3   0.40    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 191    16    14    2.9      0  0.050     21      4      0     19     26     26      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.92   0.00   0.00      0      0  237.9   0.05   0.08    2.5   0.43    0.06    0.06    0.04    0.00    0.00    0.00        0       1
 1997 192    17    15    3.4      0  0.057     23      5      0     20     29     29      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.90   0.00   0.00      0      0  249.0   0.06   0.10    2.9   0.45    0.06    0.06    0.04    0.00    0.00    0.00        0       1
 1997 193    18    16    3.8      0  0.065     26      7      0     22     33     33      0     0.0  0.000      0      0  0.000  0.000  0.045  0.000  0.000  0.000  0.000    4.79   0.00   0.00      0      0  255.1   0.06   0.11    3.5   0.48    0.06    0.06    0.04    0.01    0.00    0.00        0       1
 1997 194    19    17    4.2      0  0.074     28      9      0     25     37     37      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.71   0.00   0.00      0      0  261.4   0.07   0.12    4.2   0.51    0.07    0.07    0.05    0.01    0.00    0.00        0       2
 1997 195    20    18    4.6      0  0.081     30     12      0     28     42     42      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.68   0.00   0.00      0      0  267.7   0.07   0.13    5.0   0.54    0.08    0.08    0.05    0.01    0.00    0.00        1       2
 1997 196    21    19    4.9      0  0.087     32     14      0     30     46     46      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.69   0.00   0.00      0      0  273.8   0.08   0.14    5.2   0.56    0.08    0.08    0.05    0.01    0.00    0.00        1       2
 1997 197    22    20    5.2      0  0.096     34     16      0     31     50     50      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.72   0.00   0.00      0      0  279.8   0.08   0.15    5.3   0.59    0.08    0.08    0.06    0.01    0.00    0.00        1       2
 1997 198    23    21    5.5      0  0.111     39     19      0     33     57     57      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  286.2   0.08   0.16    6.3   0.61    0.09    0.09    0.06    0.02    0.00    0.00        1       3
 1997 199    24    22    5.8      0  0.126     43     22      0     35     65     65      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57   0.00   0.00      0      0  290.2   0.09   0.17    7.6   0.64    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 200    25    23    6.1      0  0.144     49     26      0     37     75     75      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.53   0.00   0.00      0      0  294.1   0.09   0.18    9.1   0.67    0.10    0.10    0.07    0.02    0.01    0.00        1       3
 1997 201    26    24    6.4      0  0.161     54     30      0     39     84     84      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  297.9   0.09   0.19    9.3   0.69    0.10    0.10    0.07    0.02    0.01    0.00        1       4
 1997 202    27    25    6.7      0  0.177     58     33      0     40     91     91      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  304.8   0.10   0.20    9.4   0.72    0.10    0.10    0.07    0.02    0.01    0.00        1       4
 1997 203    28    26    7.0      0  0.199     66     40      0     42    106    106      0     0.0  0.000      0      0  0.000  0.000  0.002  0.000  0.000  0.000  0.000    4.49   0.00   0.00      0      0  299.9   0.10   0.21   11.3   0.75    0.11    0.11    0.07    0.02    0.01    0.00        1       4
 1997 204    29    27    7.3      0  0.227     75     47      0     45    121    121      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.44   0.00   0.00      0      0  303.9   0.11   0.22   13.6   0.77    0.11    0.11    0.08    0.02    0.01    0.00        2       5
 1997 205    30    28    7.6      1  0.256     83     55      0     47    138    138      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.45   0.00   0.00      0      0  307.6   0.11   0.23   15.4   0.80    0.12    0.12    0.08    0.03    0.01    0.00        2       5
 1997 206    31    29    7.9      1  0.288     94     64      0     50    158    158      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.44   0.00   0.00      0      0  306.7   0.11   0.24   18.3   0.83    0.12    0.12    0.08    0.03    0.02    0.00        2       5
 1997 207    32    30    8.3      1  0.325    106     75      0     53    181    181      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.45   0.00   0.00      0      0  308.2   0.12   0.25   20.9   0.86    0.13    0.13    0.09    0.03    0.02    0.00        2       6
 1997 208    33    31    8.6      1  0.367    118     88      0     56    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48   0.00   0.00      0      0  310.9   0.12   0.26   22.8   0.89    0.14    0.14    0.09    0.03    0.02    0.00        2       6
 1997 209    34    32    8.9      1  0.409    132    101      0     61    233    233      0     0.0  0.000      0      0  0.000  0.050  0.000  0.000  0.000  0.000  0.000    4.49   0.00   0.00      0      0  309.7   0.13   0.28   26.1   0.90    0.15    0.15    0.10    0.04    0.02    0.00        3       7
 1997 210    35    33    9.2      1  0.457    145    114      0     65    259    259      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      0  315.0   0.13   0.29   26.5   0.90    0.16    0.16    0.11    0.04    0.02    0.00        3       8
 1997 211    36    34    9.5      1  0.501    157    127      0     68    284    284      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  317.9   0.14   0.30   26.8   0.90    0.16    0.16    0.11    0.04    0.03    0.00        3       8
 1997 212    37    35    9.8      1  0.541    169    138      0     71    307    307      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.00      0      0  319.9   0.14   0.32   27.1   0.90    0.17    0.17    0.12    0.05    0.03    0.00        4       9
 1997 213    38    36   10.1      1  0.590    184    154      0     75    338    338      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   0.00   0.00      0      0  320.8   0.14   0.33   27.4   0.90    0.18    0.18    0.12    0.05    0.03    0.00        4       9
 1997 214    39    37   10.4      1  0.635    203    175      0     86    378    378      0     0.0  0.000      0      0  0.000  0.147  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.00      0      0  312.2   0.15   0.34   32.9   0.90    0.20    0.20    0.14    0.06    0.04    0.01        5      10
 1997 215    40    38   10.7      2  0.700    226    199      0     92    425    425      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.55   0.00   0.00      0      0  309.9   0.15   0.36   37.7   0.90    0.21    0.21    0.15    0.06    0.04    0.01        5      11
 1997 216    41    39   11.0      2  0.766    245    220      0     97    466    466      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  312.1   0.16   0.37   37.7   0.90    0.22    0.22    0.15    0.06    0.04    0.01        6      12
 1997 217    42    40   11.3      2  0.834    268    245      0    103    513    513      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  311.4   0.16   0.38   40.2   0.90    0.24    0.24    0.16    0.07    0.04    0.01        7      13
 1997 218    43    41   11.6      2  0.888    284    264      0    107    548    549      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   0.00   0.00      0      0  312.3   0.17   0.40   40.2   0.90    0.24    0.24    0.17    0.07    0.05    0.01        7      13
 1997 219    44    42   12.0      2  0.960    308    292      0    113    600    600      0     0.0  0.000      1      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.00      0      1  311.6   0.17   0.41   43.3   0.90    0.26    0.26    0.18    0.08    0.05    0.01        8      14
 1997 220    45    43   12.2      3  1.034    340    329      0    124    669    670      0     0.0  0.000      1      1  0.000  0.035  0.000  0.000  0.000  0.000  0.000    4.52   0.00   0.00      0      1  304.2   0.18   0.43   51.9   0.90    0.28    0.28    0.19    0.09    0.06    0.01        9      15
 1997 221    46    44   12.6      3  1.118    368    363      0    131    731    733      0     0.0  0.000      2      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.55   0.00   0.00      0      2  303.3   0.18   0.44   52.1   0.90    0.30    0.30    0.20    0.09    0.06    0.01       10      17
 1997 222    47    45   12.9      3  1.196    401    403      0    142    804    808      0     0.0  0.000      4      6  0.000  0.034  0.000  0.000  0.000  0.000  0.000    4.52   0.00   0.00      0      4  298.3   0.19   0.45   62.5   0.90    0.32    0.32    0.22    0.10    0.07    0.01       12      18
 1997 223    48    46   13.2      3  1.279    436    448      0    153    883    889      0     0.0  0.000      6      9  0.000  0.018  0.000  0.000  0.000  0.000  0.000    4.53   0.00   0.01      0      6  293.7   0.19   0.47   68.3   0.90    0.34    0.34    0.24    0.11    0.07    0.01       15      19
 1997 224    49    47   13.5      3  1.368    470    492      0    162    962    970      0     0.0  0.000      8     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.01      0      8  291.2   0.20   0.48   68.3   0.90    0.36    0.36    0.25    0.11    0.08    0.01       17      21
 1997 225    50    48   13.8      3  1.461    505    539      0    171   1045   1056      0     0.0  0.000     12     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.01      0     12  289.2   0.20   0.49   69.2   0.90    0.37    0.38    0.27    0.12    0.08    0.01       21      22
 1997 226    51    49   14.1      5  1.558    542    589      0    181   1131   1147      0     0.0  0.000     16     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.01      0     16  287.5   0.21   0.50   70.0   0.90    0.38    0.40    0.28    0.13    0.09    0.02       25      24
 1997 227    52    50   14.5      5  1.632    566    622      0    186   1188   1209      1     0.0  0.000     21     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.61   0.00   0.02      0     21  288.3   0.21   0.50   70.0   0.90    0.39    0.42    0.29    0.13    0.09    0.02       27      26
 1997 228    53    51   14.8      5  1.728    607    678      0    197   1284   1311      5     2.7  0.000     26     27  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   0.55   0.02      0     26  285.0   0.22   0.50   76.3   0.90    0.42    0.44    0.31    0.14    0.10    0.02       29      27
 1997 229    54    52   15.1      5  1.822    641    725      1    205   1366   1400     10     7.9  0.001     34     32  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   2.34   0.02      0     34  284.3   0.22   0.50   76.3   0.90    0.43    0.46    0.32    0.15    0.10    0.02       30      29
 1997 230    55    53   15.4      5  1.923    682    783      2    215   1465   1507     14    13.4  0.001     42     38  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   4.51   0.03      0     42  281.9   0.23   0.50   78.3   0.90    0.46    0.48    0.33    0.16    0.11    0.02       32      31
 1997 231    56    54   15.7      5  2.017    726    846      4    227   1572   1624     19    18.4  0.002     52     43  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   6.81   0.03      0     52  278.0   0.23   0.50   86.0   0.90    0.48    0.50    0.35    0.16    0.11    0.02       34      33
 1997 232    57    55   16.0      5  2.115    770    911      6    238   1680   1745     25    23.3  0.003     64     48  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   9.13   0.04      0     64  274.8   0.24   0.50   87.1   0.90    0.50    0.53    0.37    0.17    0.12    0.02       37      35
 1997 233    58    56   16.3      5  2.216    816    981      9    249   1797   1874     31    28.2  0.005     77     54  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58  11.21   0.04      0     77  271.5   0.24   0.50   94.0   0.90    0.53    0.55    0.38    0.18    0.13    0.02       39      37
 1997 234    59    57   16.7      5  2.311    855   1039     12    258   1894   1986     37    32.9  0.006     92     60  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57  13.13   0.05      0     92  270.4   0.25   0.50   94.0   0.90    0.55    0.57    0.40    0.19    0.13    0.02       42      40
 1997 235    60    58   17.0      5  2.358    870   1066     16    261   1935   2044     42    38.2  0.008    109     67  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54  14.93   0.05      0    109  271.2   0.25   0.50   94.0   0.90    0.56    0.58    0.40    0.19    0.13    0.02       44      42
 1997 236    61    59   17.3      5  2.444    908   1127     21    270   2035   2163     51    41.7  0.010    128     76  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54  16.62   0.06      0    128  269.1   0.26   0.50   94.0   0.90    0.58    0.60    0.42    0.20    0.14    0.03       47      45
 1997 237    62    60   17.6      5  2.538    953   1199     27    281   2152   2300     61    44.4  0.012    148     84  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54  18.25   0.06      0    148  266.3   0.26   0.50   94.0   0.90    0.60    0.62    0.43    0.21    0.14    0.03       50      47
 1997 238    63    61   17.9      5  2.618    990   1261     34    290   2250   2422     70    49.0  0.014    171     94  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.53  19.91   0.07      0    171  264.5   0.27   0.50   94.0   0.90    0.62    0.64    0.45    0.21    0.15    0.03       54      50
 1997 239    64    62   18.2      5  2.702   1029   1327     42    299   2356   2552     77    54.3  0.016    196    102  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.52  21.45   0.08      0    196  262.6   0.27   0.50   94.0   0.90    0.64    0.66    0.46    0.22    0.15    0.03       57      52
 1997 240    65    63   18.5      5  2.750   1049   1365     51    303   2415   2637     86    59.1  0.019    222    107  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.49  22.95   0.08      0    222  262.1   0.28   0.50   94.0   0.90    0.65    0.67    0.47    0.22    0.16    0.03       60      55
 1997 241    66    64   18.8      5  2.831   1093   1441     61    313   2533   2784     95    63.9  0.022    250    115  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48  24.38   0.09      0    250  259.1   0.28   0.50   94.0   0.90    0.67    0.69    0.48    0.23    0.16    0.03       64      58
 1997 242    67    65   19.1      5  2.910   1134   1514     72    323   2648   2929    107    67.4  0.025    281    125  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.47  25.72   0.10      0    281  256.7   0.28   0.50   94.0   0.90    0.69    0.71    0.50    0.24    0.17    0.03       68      61
 1997 243    68    66   19.4      5  2.984   1175   1589     85    332   2763   3078    121    70.0  0.028    315    135  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.46  27.03   0.10      0    315  254.1   0.29   0.50   94.2   0.90    0.71    0.74    0.51    0.25    0.17    0.03       72      64
 1997 244    69    67   19.7      5  3.055   1211   1657     99    341   2868   3217    136    72.6  0.031    348    144  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.44  28.32   0.11      0    348  252.3   0.29   0.50   94.2   0.90    0.73    0.75    0.53    0.25    0.18    0.03       76      67
 1997 245    70    68   20.0      5  3.121   1245   1725    115    348   2970   3356    151    76.1  0.034    386    151  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.42  29.72   0.12      0    386  250.6   0.29   0.50   94.2   0.90    0.75    0.77    0.54    0.26    0.18    0.03       80      70
 1997 246    71    69   20.3      5  3.158   1263   1764    133    352   3026   3454    164    81.1  0.039    428    162  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.39  31.11   0.12      0    428  250.1   0.30   0.50   94.2   0.90    0.76    0.78    0.54    0.26    0.18    0.04       84      73
 1997 247    72    70   20.6      5  3.194   1279   1803    153    355   3082   3553    172    88.6  0.043    471    174  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.35  32.36   0.13      0    471  249.7   0.30   0.50   94.2   0.90    0.77    0.79    0.55    0.27    0.19    0.04       88      77
 1997 248    73    71   20.9      5  3.249   1311   1869    172    361   3180   3695    187    92.3  0.047    515    185  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.34  33.45   0.14      0    515  247.8   0.31   0.50   94.2   0.90    0.78    0.80    0.56    0.27    0.19    0.04       93      80
 1997 249    74    72   21.2      5  3.287   1332   1917    194    366   3249   3811    203    95.5  0.051    562    196  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31  34.53   0.15      0    562  246.8   0.31   0.50   94.2   0.90    0.79    0.81    0.57    0.27    0.19    0.04       97      83
 1997 250    75    73   21.4      5  3.330   1358   1976    218    371   3334   3947    218    99.9  0.055    612    207  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29  35.62   0.16      0    612  245.1   0.31   0.50   94.2   0.90    0.81    0.82    0.58    0.28    0.20    0.04      102      87
 1997 251    76    74   21.7      5  3.378   1390   2046    244    378   3436   4099    246    99.0  0.059    663    215  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27  36.72   0.16      0    663  243.0   0.32   0.50   94.2   0.90    0.82    0.84    0.59    0.28    0.20    0.04      106      90
 1997 252    77    75   22.0      5  3.401   1402   2079    272    379   3481   4198    264   103.0  0.065    717    224  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  37.93   0.17      0    717  242.6   0.32   0.50   94.2   0.90    0.83    0.84    0.59    0.29    0.20    0.04      111      94
 1997 253    78    76   22.3      5  3.430   1421   2127    303    383   3548   4323    283   107.3  0.070    775    234  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  39.16   0.18      0    775  241.5   0.32   0.50   94.2   0.90    0.83    0.85    0.60    0.29    0.20    0.04      116      97
 1997 254    79    77   22.5      5  3.454   1437   2171    338    386   3608   4444    302   111.9  0.076    836    244  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  40.38   0.19      0    836  240.4   0.33   0.50   94.2   0.90    0.84    0.86    0.60    0.29    0.20    0.04      120     101
 1997 255    80    78   22.8      5  3.486   1460   2230    373    390   3690   4589    302   123.6  0.081    899    255  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  41.49   0.20      0    899  238.7   0.33   0.50   94.2   0.90    0.85    0.87    0.61    0.30    0.21    0.04      125     104
 1997 256    81    79   23.1      5  3.520   1484   2290    406    395   3774   4732    319   127.3  0.086    958    266  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.13  42.41   0.20      0    958  237.2   0.33   0.50   94.2   0.90    0.86    0.88    0.62    0.30    0.21    0.04      129     108
 1997 257    82    80   23.3      5  3.539   1500   2336    445    397   3836   4860    337   131.8  0.091   1024    275  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.11  43.42   0.21      0   1024  235.9   0.34   0.50   94.2   0.90    0.87    0.89    0.62    0.30    0.21    0.04      134     112
 1997 258    83    81   23.6      5  3.565   1521   2392    483    401   3913   5001    352   137.3  0.097   1089    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.08  44.37   0.22      0   1089  234.5   0.34   0.50   94.2   0.90    0.88    0.90    0.63    0.30    0.21    0.04      139     115
 1997 259    84    82   23.8      5  3.585   1539   2445    525    404   3984   5142    366   143.4  0.102   1158    295  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.06  45.32   0.23      0   1158  233.0   0.34   0.50   94.2   0.90    0.89    0.90    0.63    0.31    0.22    0.04      144     119
 1997 260    85    83   24.1      5  3.605   1557   2498    568    407   4056   5284    384   148.0  0.107   1228    305  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.04  46.21   0.23      0   1228  231.5   0.34   0.50   94.2   0.90    0.89    0.91    0.64    0.31    0.22    0.04      149     123
 1997 261    86    84   24.3      5  3.595   1553   2505    615    405   4058   5352    399   154.1  0.115   1294    316  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99  47.53   0.24      0   1294  231.4   0.35   0.50   94.2   0.90    0.89    0.91    0.64    0.31    0.22    0.04      154     126
 1997 262    87    85   24.5      5  3.603   1562   2539    663    406   4101   5470    417   159.0  0.121   1369    326  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.97  48.40   0.25      0   1369  230.6   0.35   0.50   94.2   0.90    0.89    0.91    0.64    0.31    0.22    0.04      159     130
 1997 263    88    86   24.7      5  3.605   1566   2563    711    406   4129   5572    436   163.1  0.128   1443    336  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.94  49.25   0.26      0   1443  230.2   0.35   0.50   94.2   0.90    0.90    0.91    0.64    0.31    0.22    0.04      165     134
 1997 264    89    87   25.0      5  3.620   1582   2612    759    408   4194   5710    450   168.6  0.133   1516    346  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92  50.06   0.27      0   1516  228.9   0.36   0.50   94.2   0.90    0.90    0.92    0.64    0.31    0.22    0.04      170     138
 1997 265    90    88   25.2      5  3.630   1592   2653    808    409   4245   5834    466   173.3  0.138   1589    357  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89  50.85   0.27      0   1589  227.9   0.36   0.50   94.2   0.90    0.90    0.92    0.64    0.31    0.22    0.04      175     142
 1997 266    91    89   25.4      5  3.606   1586   2663    861    404   4250   5889    482   178.5  0.146   1639    363  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83  52.55   0.28      0   1639  227.3   0.36   0.50   94.2   0.90    0.90    0.91    0.64    0.31    0.22    0.04      180     145
 1997 267    92    90   25.6      5  3.609   1594   2699    917    405   4293   6012    500   183.3  0.152   1719    372  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81  53.31   0.29      0   1719  226.4   0.36   0.50   94.2   0.90    0.90    0.92    0.64    0.31    0.22    0.04      185     149
 1997 268    93    91   25.8      5  3.596   1589   2703    977    402   4292   6070    517   189.0  0.161   1778    380  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77  54.93   0.29      0   1778  226.3   0.37   0.50   94.2   0.90    0.89    0.91    0.64    0.31    0.22    0.04      190     152
 1997 269    94    92   25.9      5  3.591   1590   2723   1033    401   4313   6171    533   193.7  0.167   1858    389  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.74  55.60   0.30      0   1858  225.9   0.37   0.50   94.2   0.90    0.89    0.91    0.64    0.31    0.22    0.04      195     156
 1997 270    95    93   26.1      5  3.596   1600   2764   1088    402   4363   6297    550   197.8  0.173   1934    398  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.72  56.24   0.31      0   1934  224.8   0.37   0.50   94.2   0.90    0.90    0.91    0.64    0.31    0.22    0.04      200     160
